name,dialog
System, General Viper joined your party!
Fargo, Arg... What the hell...
Fargo," Aye, Serge! I'll help ya out, too. Ya saved me life twice already. And, I guess I already know too much. I can't just sit around and ignore the situation."
System, Fargo joined yer party!
Fargo," Viper! I'll deal with ya later. Once we put an end to this situation, you're mine!"
Viper, Very well. I will not run from you. I will be happy to accept your challenge.
Marcy, Waaaaaait!
Marcy," We're comin', too. I hope that's okay with you, Serge?"
System," Marcy, like, joined your party!"
Zoah," I, TOO, WOULD LIKE TO HELP. THERE IS NO POINT IN MY NOT FIGHTING. PLUS, YOU SAVED MISS RIDDEL. ACCEPT THIS GESTURE AS A TOKEN OF MY APPRECIATION."
System, ZOAH JOINED YOUR PARTY!
Karsh," Hah! There ain't no way I'm backin' outta this. And since you saved Lady Riddel, I've decided to help you out. Please, just a thank you will be enough!"
System, Karsh joined your party!
Viper," Shall we be on our way, Serge?"
Member, A dead end?
Member, Can't we go any further?
Member, Do you know how to get through here?
Harle, You wish to know?
Harle," Zis place iz called ze Pearly Gates. Zis used to be ze only entrance to ze Sea of Eden. However, legend sayz, no one haz been able to see it or approach it, ever since ze Dragonz sealed ze evil flame."
Member, Then how are we supposed to get in?
Harle, You need ze powerz of ze Dragonz zat sealed ze flame. You must break ze seal of ze Pearly Gates with2 relics from each of ze 6 Dragonz.
Member, Relics? Break the seal? You mean here?
Harle," Non. Ze true gate to ze Sea of Eden iz not here. It iz in ze other world, Where ze Dead Sea liez."
Member," So, where are we supposed to find the 6 Dragons?"
Harle," You will find zem scattered around both worldz. Zey will be eazy to find, with2 all ze legendz about dragonz throughout ze islandz."
Harle," Oh, and Monsieur Lynx... Ze other Monsieur Lynx, disguized az Serge, iz already in here. Zat iz because hiz appearance iz zat of Serge."
Member, What do you mean?
Harle," Even if you are able to get all 6 Dragon Relics, you will not be able to make it inside az Monsieur Lynx."
Member, Then what are we supposed to do?
Harle," Ze Dragon Tear... Zat iz all I can tell you. Now, it'z my turn to ask un question."
Harle, Monsieur Lynx...
Harle, If you had to chooze between ze world or moi... which would you chooze? ~~~Harle ~~~The world ~~~I don't know
Harle, Oooh... Merci... Even if it iz a lie.
Harle," Tsk, tsk, tsk!"
Harle, That iz exactly what I t'ought Monsieur Lynx would say.
Fargo," You go, sea-dog! Go and find yerself!"
Riddel, I wish you well.
Harle," Why must I have to tell him such t'ings...? You are such an idiote, Harle..."
Starky," What's wrong, Harle? There is fluid coming out of youur eyes."
Harle," ......!? Oh, it'z you, Starky. It'z not'ing. Don't worry about it."
Starky, Something is different. Starky can tell. Harle's maake-up doesn't look the saame todaay.
Starky," Starky don't think it's nothing liike youu saay. Why do youu liie to mee, Harle?"
Harle," D'accord... OK, OK... I guess I cannot fool you."
Harle," Listen, Starky... Zis iz called a tear. It'z somet'ing zat flowz from your eyez naturellement when you are sad, when you hurt..."
Starky, Teear...? To cry...? Soo water comes out from eyes when youu are sad? Are youu sad soo youu can wash youur faace with teear?
Harle," Sigh... Go to sleep, Starky. And don't tell anyone I waz crying. You promise you will not tell?"
Starky, Starky liike promises. Starky will promise not to tell aanyone that Harle was cryiing.
Starky, Waait a minute... Cryiing meeans that Harle is sad. But why?
Harle," Even though we are close, I cannot tell you zat."
Harle," You will find out eventually, Starky. If zat time comez..."
Harle, Every problème haz a solution... I hope...
Karsh, Man... I feel relieved... Actually... No...! Forget it!
Riddel, I can hear Karsh yelling at times... I do wonder what is troubling him...?
Marcy," Hey, Serge.. C'mon, take me with you. I wanna beat up Lynx real bad!"
Member, What is it?
Member, If we're able to cross dimensions here... We should be able to make it into the Sea of Eden.
Member, Is this a wormhole?
Member, This must be what Harle was talking about.
Member, What should we do now? At this rate we won't be able to borrow the Dragon Tear.
Member, Speaking of the Dragon Tear... Shouldn't we return the broken tear to the shrine in the other world? The shaman in the other world might be able to help us somehow.
Old Man," M-M-Master Viper!? Oh, my goodness... Could this be a dream?"
Viper," This is no dream... I always knew, that you have been polishing my statue all these years... I must express my deepest gratitude to you. I give you my promise to bring Termina back into our hands once again."
Old Man," Oh, precious words for such an unworthy old soul...!"
System, It won't open! There must be a way... Received Zoah's Toss&Spike!
Viper," A trap...! If I recall, there is a note with instructions on how to bypass this trap. It should be in the drawer inside my room."
System, There's a switch. ~~~Push it ~~~Leave it alone
Marcy," I swear, I'm gonna teach that Lynx a lesson! After I'm done with him, he'll be beggin' for 9 more lives!"
Riddel," Where might we be drifting to, now?"
Viper," First, we must track down Lynx. We do not have time to spare, Serge.. Let us head to the Sea of Eden."
Karsh," Tch...! I'm gettin' restless here! C'mon, Serge., take me with you!"
Karsh, Man... This guy sleeps like a log!
Zoah, ZZZZ... ZZZZ...
Zoah, BUZZZZ... ZZZZZZ...
Zoah, UGHAHA... ZZZZ... MMMM...
Zoah, THAT WAS YUMMY...
System, Pip joined your party again!
Member, Doens't that seem odd to you?
Member, Are they quarrelling among themselves? It's pretty one-sided.
Member, What should we do? ~~~Help out ~~~Forget it...
Member, Stop! Aren't you comrades?
System,
Member, Have we brought about any change by defeating that Hydra...? Did we do the right thing?
Member," Who knows what is right or wrong? Nobody has the answer. ...Serge, we should get going."
System,
Member," Serge, isn't there something strange about this village?"
Member, Hmm? What's going on? People are gathering over there. Let's go find out what's up.
Member, Porre soldiers!? In a small village like this!?
Member, But something's odd. And who's that lady?
Porre Soldier," Wh-Why me, sir?"
Porre Soldier, Y-You heard us. C-Cease your r-resistance. A woman should...be more gentle a-and lady-like...
Member, Wait! I order you and your troops to return to headquarters. We will take care of this girl. This village will be under Sir Lynx's command until further notice. Report that back to high command.
Member," Didn't you hear? This is an order from your superior officer. If you disobey, you will be court-martialed. Do I make myself clear?"
Doc, I cannot believe it... Is it possible that such a thing can occur...?
Doc," Hey, even you should not get up so soon. ...Are you alright? Even though you are a trained fighter, you should refrain from pushing yourself too hard."
Member, Serge received the SapphireBrooch.
Doc, Orlha!? Is that your sister's...?
Doc," Even though I understand what happened logically, emotionally, I haven't straighten things out. I am sorry, Serge.. Please give me a little more time. I would be just a burden to you in this state, man."
System,
Peppor, I-If you want to shake it on past us...
Solt, You most definitely must bring Karsh here!
Peppor, S-Sir Karsh...! Y-You actually shook it here!
Solt, Do you knowingly know why we are here...?
Karsh, Hell NO! WHAT!? Am I supposed to...!?
Peppor, Don't shake ignorance!
Solt, We came to investigate what happened here!!!
Karsh, ......!!!
Peppor," Sir Karsh! W-We have stood by your side, unable to shake loose this one suspicion we had..."
Karsh, Suspicion...!?
Solt, We believe you may have killed Sir Dario!
Peppor," And by shaking it here, our suspicion has turned to conviction! S-Sir Karsh... We are executing you for the murder of Sir Dario!"
Karsh, Dario...
Riddel," How is your training going, everyone?"
Dario, Miss Riddel!
Riddel, I brought something special for everyone today...
Glenn," Oh, really? What is it, what is it? Viper Churros?"
Riddel," Wrong answer, Glenn. Next? Are they really that good?"
Glenn, Uh-huh! I can chomp down ten of those easily!
Dario, Hahaha... You're always like that. Those churros were originally iron rations for knights. Overeating is not good discipline.
Dario," So, Miss Riddel, what have you brought us? Please don't make us hold our breath too long."
Riddel, This is it! I found it in Fossil Valley. Isn't it pretty?
Glenn," Ah shoot, it's just a flower!"
Dario," Miss Riddel, did you go to the valley by yourself...?"
Riddel," What, I'm not allowed to? It's just the valley, I'm sure it's safe enough."
Dario, ......
Riddel," I have enough for everyone; I will give some to you boys! Glenn doesn't want any, right?"
Glenn," Since you've gone through the trouble of getting it, I'll take one, too! If I plant its seeds, I might get some good fruit from it!"
Riddel," Oh, how silly of you, Glenn!"
Riddel," Here you go, Glenn. But I don't think it will grow any fruit, though."
Glenn, You don't know until you try!
Riddel," Karsh might not like things like flowers, but..."
Karsh," ...... N-No, it's not that..."
Dario," You brought me one, too. This is beautiful... What kind of flower could this be?"
Riddel, It is a 'bellflower.'
Dario," Miss Riddel, if you ever wish for this flower, I will go for you instead. If anything should happen to you..."
Riddel, Then let us go together. Does that sound like a good idea?
Dario," ...... Yes, very well."
Dario, ...Karsh? Are you listening?
Karsh," Huh...? Oh, sorry. So what is it? What's with the formality?"
Dario," ...U-Umm. How should I... Actually, I..."
Karsh, Why are ya acting so strange? Spit it out...
Dario, ...A-Ay. To tell you the truth...
Riddel," Karsh, we are pledged to marry. I have already told daddy about it..."
Dario," Th-That is what I wanted to tell you... Will you bless us with your approval, Karsh?"
Karsh," ...? Marry...? S-So that's it! Well, congratulations! So when's it gonna be, and where?"
Dario," We haven't decided on a date yet. We still need to finish surveying the Isle of the Damned, first. It's just that..."
Karsh, Just what...?
Dario," I want the wedding here. The place where we have cried together, laughed together, and shared our dreams...together."
Karsh," Grin You never change, Dario. Hey, then I'll have to fill this dull vacant lot with loads of bellflowers. Just tell me if I can help ya in any way."
Dario," ...Thank you, Karsh."
Karsh, This must be it!
Dario," Karsh, why are you in such a hurry? The enemy is not going anywhere, and the footing here is bad..."
Karsh," Why do you always have to be like that, Dario? The Masamune may be in there! Any dragoon would be hyped to see that thing! You know!?"
Dario, ......
Karsh," Shaker Brothers, you stay here."
Solt, Sir!
Peppor, S-Sir!
Karsh," Let's get goin', Dario."
Dario, Fine...
Karsh, Is that... the Masamune!?
Karsh," Was I really just possessed by that devilish sword...? Driven by such intense hatred and envy...? Maybe deep inside me, I was filled with hatred? Dario, the one whom I could never beat, no matter how much I tried...the one who stole Riddel's heart from me..."
Karsh, What if that sword does not imbed hatred into the mind of its wielder... but instead draws out and ignites the flames of hatred hidden within the hearts of men...? And if that hatred was something deep within the wielder to begin with...? Then what have I...?
Glenn, ......
Peppor, S-So you do know something about it!
Karsh, Take it easy...! Why the hell do I have to fight you guys!?
Solt, No time for questions!
Karsh, Tch! What the hell!?
Peppor, R-Running away!?
Solt, Makes him look even more suspiciously suspicious!
Karsh," Listen, I don't wanna fight you!!!"
System, Karsh learned Axiomatic!
Karsh, Listen to me... I did not kill Dario... I know the time will come when I can speak the truth. But I can't just yet... I hope you understand.
Peppor," Sir Karsh...! I have come to an understanding after that battle we just had... You are not an evil person. You would never kill your best friend! Please forgive us... Looking back now, you were the one who took us under your wing, even though we were dragoon outcasts. You are very special to us, Sir Karsh!"
Solt," Sob...! We believe you, Sir Karsh...! We must be on our way, but we hope to see you again, sometime, somewhere... When that time comes, we hope you will be readily ready to tell us what really happened!"
Peppor, A-And... We're sorry we took this from you. We're shaking it back to you.
System, Karsh received MementoPendant!
Karsh," ...Thanks. I'll take good care of it. One day, I promise to tell you guys the truth... Take care."
System, Orcha received DinnerGuest!
Starky, Where did youu catch this fish?
Man," Oh, this here sawfish? I caught it near the El Nido Triangle. Why do you want to know? By the way, shorty, you alright with that fish bowl over your head? Your face is all blue."
Starky," Noo problem foor Starky. Blue is fiine with mee. Doon't try this at hoome, thoough. If youu caught it neear the El Nido Triiangle, then that thing insiide must bee miine."
Starky, Can Starky taake back what's miine?
Man," There's something inside that thing? Well, if it's yours, be my guest."
System, Starky received Plasma Pistol!
Starky," Starky am suppoosed to saay something graateful, coorrect? Youu are welcome."
Man," Hey, you have great manners, shorty. But that's my line. Just a thanks will do. There aren't too many like you these days. I wish kids would be more courteous like you."
System, Starky also learned Thanks! But who cares? Right...?
System, There's a mushroom growing underneath the treasure chest. There's a mushroom growing.
System, Received Funguy's Myconoids!
Fargo," Hey, you. The concert's over. Now my Marbule will fall into decay and become just an eternal dream... Hahhahah!!!"
Fargo, You land-lubber...! You're pitiful!!!
Fargo," Call me what you want, but it's too late now... We can't turn back time. Now let go of me!"
Fargo, Tch!!!
Fargo, ......
Fargo, Irenes... Looks like your last hope has evaporated. This is how it should be. Everything will cease to exist... Only the beautiful memories will remain.
System, The Black Dragon remains asleep...
Nikki," Oh, it's you! We're all set to go! All we have to do now is convince my father to take this ship to Marbule... But that's the hardest part. I wonder if there's anyone out there who can convince him? If so... it would have to be someone with a genuine heart, like the father I used to know."
Nikki, ......!!! Father! What are you doing here? Have you changed your mind?
Fargo, Arg! I'll take care of this. I have ta manage me own affairs.
Nikki, ......?
Nikki," Well, Irenes? Did you find anyone who might be able to bring Fargo back to reality?"
Fargo, Arg! I'll take care of this. I have ta manage me own affairs.
Fargo, Arg! Leave it ta me.
Luccia, Of course... But vot dat child really needs is a loving family. I cannot provide dat...
Marcy, You knew my mom...?
Marcy, ......
Fargo," Aye, land-lubber...!"
Fargo," Are you, me...?"
Fargo," Don't even associate yerself with me...! You're bein' a sissy, Fargo! You're pathetic!!! I, too, had the possibility of becomin' a jelly-belly like yerself!"
Fargo, ......
Fargo," I know about the plan... We're movin' this ship along with Nikki's to Marbule and showerin' the island with his song at full volume... Once the dream spirits awaken, we'll defeat 'em one by one..."
Fargo," My ship, the Zelbess... This ship can no longer set sail... I can't steer it..."
Fargo, Hah! Who's askin' ya anyway?
Fargo," Listen up, mateys! This ship is no longer the Zelbess but the S.S. Invincible! Set the course for Marbule, and man yer stations...!"
Fargo, It's useless...
Fargo, We'll see about that!
Fargo, H-How the...!?
Fargo, Ya don't even know that!? The desire to return to one's home is steerin' this ship forward...
Fargo, You mean the demi-humans...?
Fargo," Once this ship reaches Marbule, Nikki will begin his concert. We gotta do what we can to wake those monsters from their nightmare... So long, Fargo... I've come to me senses. It's time you did the same."
Nikki," Adrift, adrift, adrift... From how many dreams have I awakened? How many morrows have passed...? The days when victory meant everything have ~ come to an end... ~ Yesterday's friends become ~~ tomorrow's foes... ~~ So flow the days filled with betrayal and enmity... Once one reaches the summit, all that remains is one's ~    inevitable downfall... ~   All has become lost...   ~ The innumerable wounds, once decorations of glory, have begun instead to ache... Aaah, have I awoken...? Where might I be...? Could this be the Grave of the Narwhales that is said to lie hidden in the seas? Where am I!? So...I am all alone. Just deserts for the likes of me... Betrayed by the very ones in whom I trusted... Gone are the friends with whom I shared my dreams... Alone, with no lover to share my sorrows..."
Nikki, Is someone thither?
Nikki, Be it thou...? My savior sweet?
Nikki, Be thou not a mere maiden but a... mer-maiden?
Nikki," Only that one such as thee would help a human like me... My eternal gratitude is thine, sweet siren of the sea..."
Nikki, 'Tis too sad a tale to tell one so fair...
Nikki, Pleasure...?
Nikki," A song...? Of such a thing I know naught... Wherefore wouldst thou hear my croonings, Neptunian nymph? Surely there is naught to be gained from it!?"
Nikki," So thou sayest... Unfortunately, singing has no relevance to me. I long ago forgot how to laugh and how to cry. How awfully nostalgic!? I feel as though I have heard that song before, somewhere, long ago. A mysterious melody that bathes thee in a warm glow..."
Nikki, Hold on! Such a thing I cannot do!
Nikki, Wait! Do not go! Sigh...! As I thought... I am unable to perform such music!
Nikki," Please, I beg ye! Teach me how to sing."
Nikki, Well... What dost thou think?
Nikki, Lo! The stars doth twinkle in accord with our song... The brighter one is the Star of Diarmuid... And next to it the Star of Grania can be seen shining so faintly... We mariners navigate our vessels by these two stars!
Nikki, I didn't realize that stars could look so beautiful... I never took the time to gaze at them like this before... Nor ever heard the song that they had been singing unto me. Now that I have spent what seems like days singing here with thee... I have come to realize that there is more than what seems be... The twinkling of the stars... The waving of the waves... Even silence itself... All sing in harmony with thee and me.
Nikki," Speaking of which, I must soon return to my world."
Nikki, My pursuers are nigh... My staying here will endanger thy folk...
Nikki," I cannot allow such a thing! One step out of here lie treacherous tempests and woeful warfare. Yet, even then... Even then, thou dost say thou shalt come with me?"
Nikki," Then comest thou to me, my sweet sea sprite... Until the whole world hath come to live in heavenly harmony... Upon that day shall I bring thee back to this idyllic isle. Then... Then and only then... Will both our worlds have peace between nature and humanfolk... And resonate in chorus with our anthem dear. Together, let us build that whole new world... Come my maiden, come...!"
Fargo, ......
Fargo," Oh, Zelbess... Does this song call out to your heart? You taught me this song... For a long time, I've been trying to regain what I've lost, but to no avail... But now... I feel as if the one important thing has finally returned... Thanks to the irreplaceable treasure you left behind."
Fargo," So you're happy for me, too..."
Fargo," Even though she said that... I, too, was unable to fulfill the promise I made Zelbess... Her dream is also my dream... Zelbess... I promised never to use this attack again, but there is no avoiding it... Please forgive me... This time, I will protect you!"
System, Fargo broke the seal of Invincible!
Fargo, Alright then...!!! I'll show you how serious I can get! It's time for me to let loose in Marbule!
System, Board your boat? ~~~Yes ~~~No
System, A dragon's cry was heard in the far-off distance...
Nikki," Thank you... Words cannot express how I feel inside... This event has allowed me to see myself differently. I hope to share this feeling with not only humans, but with all living creatures..."
Nikki," What a surpise to see you here, Miki. You never come here."
Nikki, Marcy...
Marcy, WHAT-EVER!
Nikki, ......
Nikki," Thank you for opening my father's eyes to reality... I'm sure Marbule will thrive with beauty again. When that day comes, I would like to perform there again..."
Fargo," No, Nikki... I'm the one who needs to give thanks. She's also a manifestation of myself. That's why I'm able to understand her feelings... But I can't keep that feeling bottled up forever. That's what she helped me realize. All thanks to you..."
Nikki, ......
Nikki," How's the restoration of Marbule goin', Irenes?"
Nikki, Rockin'... There will always be a place in my heart for that song.
System, Miki joined your party!
Sneff," What do you want!? I paid you offf, didn't I!? Or are you here to borrow money!?"
Fargo, Arg... Who's this old-timer?
Peppor, I-I've seen him before!
Solt, That flashingly flashy uniform... He must be a fellow stage performer from before we lost our memory!
Karsh, What are you bozos talkin' about!?
Peppor, H-He's an angry one!
Solt, I do not think he'll be one of our apprentices!
Old Man, Th-Th-This can't be...!? Miki...!? Are you for real!?
Old Man, Aiiiii-ya!!! O-O-Of course! I'll scream my lungs out cheering you on!
Member," If we show him that emblem, we might be able to gain his trust."
Man, Th-That is a Dragon Emblem!? How did a foreigner like you get a hold of it...
Steena, Welcome... Travellers across the dimensions... ~ Bring them before me.
Man," Yes, if it is your wish, Miss Steena... You have permission from the chief. You may pass, foreign travelers."
Man," Foreign travelers, please excuse my earlier conduct. You may enter the tower. Please mind your manners with Chief Steena..."
Man," I don't know how you got hold of the emblem, but our chief granted you permission. You may enter the tower..."
Steena," Let me make this clear, Serge.. Seek the eldest beings on"
Man," May you have the guidance of the great 6 Dragon Gods on the road ahead... Chief, please be careful."
Glenn, Sir Lynx...? Exactly what happened up there in the fort?
Glenn, Miss Riddel... I am at a loss for what to believe... I plan to leave the Dragoons for a while...
Riddel," I understand... But please, do not put yourself into danger... Everyone in the Dragoons is worried about your safety..."
Glenn, ......
Glenn, General... I... I am deeply sorry for my selfish conduct. I am prepared for expulsion from the Dragoons...
Viper," What are you saying, Glenn. I am the one who needs to apologise. Like your brother Dario, you have the same calm eyes that see the big picture without being led astray. And that is exactly what the Dragoons are in need of now..."
Glenn, General...
Karsh," Glenn, come on, let's go! We need as many hands as possible right now!"
Glenn," Sorry, Karsh... but I cannot follow the Dragoons now. I need some time to think on my own..."
Karsh," Heh, you're beginning to sound similar to your big bro!"
Glenn, Master Zappa...
Zappa," Glenn, ye're alright. Ah no can tell ye how relieved ah am!"
Glenn," Sir Radius... Sometimes I can not tell right from wrong. Right now, I do not know what is going on or what I can do about it... What would Dario do if he were here..."
Radius, Hoh hoh hoh...! There is no need to worry. It seems Dario's spirit lives strongly within you. Believe in yourself and do what you believe.
Man, Yes?
Radius, Impossible! Dario!? You are alive!
Karsh, DARIO! Is it really you!? What the...!? So you're actually alive in this world!
Viper," Impossible! Is that you, Dario!? This is remarkable... So you are alive in this world."
Marcy, No way! Are you Dario!? You're alive... Of course you are! You're Dario!
Luccia," You... Are you Dario? So you are alive in dis vorld. yes, it all makes perfect sense."
Zoah, D-DARIO! YOU ARE ALIVE IN THIS WORLD!
Radius, Dario! I don't believe this...
Karsh, Dario! That's right... We're in another world.
Viper," Dario, it is you! So, you are alive..."
Marcy," Hey, it's Dario! I knew Dario couldn't die!"
Luccia," Dario! yes, it makes sense dat you vould be alive in anotter vorld."
Zoah, D-DARIO! YOU ARE ALIVE!
Man, Are you saying you know who I am?
Radius, What? You do not recognize me?
Karsh," Cut the crap, Dario! Of course we know!"
Viper, You do not know who you are?
Marcy," So, like, what are you sayin'!? No time for games!"
Luccia, Dario... Have you...
Zoah, HUH? DO YOU NOT KNOW WHO YOU ARE?
Woman," Do you know this man? It has been 4 years since this man washed ashore, clinging on for dear life. Every day was a battle between life and death, but miraculously, he made it. However, this man has no recollection of his past whatsoever..."
Glenn, Impossible! Brother! But how...!? I understand... You are alive in this world.
Radius," Hmmm... Well, it was a miracle that he survived... I guess this cannot be helped."
Riddel, This cannot be... Are you...Dario!? But of course you are. This is another world. You are alive and well in this world!
Karsh, Dario! I'm your buddy Karsh! Don't you remember!?
Viper, Good lord! So you do not remember a thing?
Marcy, C'mon! You don't remember me?
Luccia, A case of amnesia resulting from his injuries. Dis could be bad.
Zoah, THIS IS TERRIBLE...
Dario, Forgive me... I just cannot remember.
Glenn, Brother! You are alive!
Radius, What can we do? Yes! Perhaps he will remember if we bring Riddel here.
Karsh, Damn...! What can we do? Hey! What if we bring Lady Riddel here? He might remember then!
Riddel," What did you say!? No, this cannot be..."
Viper," What can we do? Yes, my daughter, Riddel, may help him remember!"
Marcy," So, like, what can we do? Oh yeah! Maybe he'll remember if we bring Riddel here!"
Luccia," Somet'ing to stimulate his memory... yes, perhaps if ve bring Riddel here..."
Glenn," Brother! Don't you remember me!? I am your brother, Glenn!"
Zoah, WHAT CAN WE DO? AHA! YES! HE MAY REMEMBER IF WE BRING MISS Riddel HERE.
Dario, My name is Dario...?
Riddel, This cannot be... Are you...Dario!? But of course you are. This is another world. You are alive and well in this world!
Dario, You seem to know me quite well.
Riddel," Yes, Dario. You do not remember me? I may be the Riddel from another world, but every day, I have always... And yet you do not remember who I am?"
Dario, Riddel...? That name moves my heart... I have a feeling I have lost someone very dear to me...
Riddel," If only there was something to reawaken your memory... Yes, I know. Your mother's memento which you gave to me... That may help you remember."
Riddel, Daddy!
Viper," Oh, that... I could not stand seeing you in such sorrow, so I stored it in the secret treasure vault inside the manor."
Riddel, The secret treasure vault? You mean the one inside the east tower?
Viper," Indeed. You should be able to access that room from the 2nd floor, now."
Riddel, But wait. The Shaker Brothers made off with the contents of that treasure chest.
Viper, Those fools... I guess there is no choice but to bring Karsh to the Isle of the Damned.
Riddel, I believe that was... My father could not stand seeing me in sorrow... So he stored it safely away in a secret treasure vault inside Viper Manor.
Member, A secret treasure vault? Where exactly is it?
Riddel, It is in a room inside the east tower. You can access it from the 2nd floor.
Riddel, But wait. The Shaker Brothers made off with the contents of that treasure chest.
Karsh," Damn, those idiots... I guess I'd better make my way down to the Isle of the Damned."
Member, Looks like we'd better head to the Isle of the Damned.
Woman," Doesn't everyone have things in the past they wish to forget? Please, do not torment him any further... We live a quiet life here. Please...leave us alone."
Member, It's useless unless Riddel shows it to him.
Dario, You seem to know me quite well.
Riddel," Yes, Dario. You do not remember me? I may be the Riddel from another world, but every day, I have always... And yet you do not remember who I am?"
Dario, Riddel...? That name moves my heart... I have a feeling I have lost someone very dear to me...
Riddel, This pendant is a memento from your mother... and a gift you gave me when we got engaged.
Dario, This is...
Riddel," Try to remember! We have been together since we were little. And we will continue to be... I will always be there for you, Dario..."
Dario, Riddel... R-Run...
Dario, Aaaaaaargh!
Radius, Th-This is bad!
Woman, W-What...? What's wrong?
Radius, No! Don't touch him!
Woman, AHHHHHH!
Karsh, What the...!?
Karsh, The Masamune!
Glenn," Brother, what are you talking about!?"
Riddel, Dario!
Riddel," No, Dario! Do not touch that sword!"
Radius, I knew it! The Masamune never actually disappeared from Death Gate. It just returned to its rightful owner.
Karsh, Wait a minute! Then that means Dario's still...
Radius, What really happened!? I thought Dario died fighting demons on the Isle of the Damned!?
Karsh, Actually...
Karsh, Is that... the Masamune!?
Karsh, Dario!? What do you think you're doing!?
Dario, ...... DIE!
Karsh," Don't tell me it's that sword...!? Dario, let go!!!"
Dario, Tch...!
Karsh," Stop, Dario!!! It's me! Karsh! Damn!"
Dario," Kill me, Karsh! Hurry...!"
Karsh, N-No...!
Dario," Do it, Karsh!!! Or else, I'll...!"
Karsh," No, Dario! I can't! Please snap out of it, Dario!!!"
Karsh, Who the...!?
Karsh, DAMN YOU...! AHHHHHH...!!!
Karsh, Dario...!!! What have I done...?
Karsh, Y-You are...
Lynx," Dario was killed by demons. Understand, Karsh?"
Karsh, But...
Lynx, Are you going to tell everyone about what you just did? Are you willing to tell Riddel that YOU murdered Dario because he was possessed by the Evil Sword...?
Karsh, ......!
Lynx," Do not worry. Do as I say, and everything will be just fine."
Karsh, Dario...
Radius, Now I understand...
Radius," Dario was possessed by the enmity of the Masamune, too."
Radius, Prepare yourselves!
Karsh, I guess there's no way outta this!
Riddel, I cannot face Dario in battle!
Glenn," Me, neither! I just found my brother! No, I cannot do this..."
Radius," To abolish the darkness, we must defeat the Masamune! It is the only way to save Dario!"
Radius, Do not give in to its enmity! Cast off the darkness!
Karsh, We can't just run from it! We have to settle this here!
Radius, Hmph! It appears the Masamune found a new master.
Karsh, What!? Lynx!!!?
Radius, Do not panic. Look around you.
Riddel, Birds...! The birds that fled are coming back!
Radius, I no longer sense the slightest bit of malice from the Masamune. There is no more fear of succumbing to its enmity.
System, Serge's Sea Swallow transformed into the Mastermune.
Dario, Where...am I...?
Dario," Riddel... Is that you, Riddel? What happened to me?"
Riddel, Dario... Thank goodness... Your memory has returned.
Dario," Memory? Oh, yes... I had taken a hold of the Masamune when... Forgive me, Karsh... for what I have put you through."
Karsh," Ahh, forget about it!"
Radius," Although your memory has returned, let us not forget the harsh reality which lies in wait. Come."
Woman, So... You will be leaving... I have been prepared for this day... Farewell... I wish you all the best...
Riddel, Everyone is hurt and separated... Inexperienced and incomplete...
Riddel," However, by living as such, we may change for the better into something bigger... Something more...gentle..."
Dario, My goodness... What has happened during my absence!?
Dario, Where have the general and the others gone?
Dario," Riddel, you said that you all came from another world. Then where are Karsh, you, and the others in this world?"
Radius," Unfortunately, no one from Viper Manor who went to the Dead Sea will return."
Dario, ...Why did the general and the others go to such a dangerous place?
Radius, In search of the Frozen Flame... They were swallowed up by a terminated time line...040 and have perished along with the Dead Sea...
Dario, Sigh... How ironic that it is I who have survived...
Riddel, But Dario... You still have me.
Dario, Riddel...
Riddel," We may be from different worlds, but you are you, and I am I."
Karsh," Yo! That's right! I'm alive and kickin', too! There ain't no one who can take my life! Gah-haha-ha!"
Karsh," Zoah and Marcy are here, too... We can also call the old dragon stable keeper!"
Dario," Thank you, everyone..."
Dario, I guess you are right. I am alive. And I will do whatever I must do.
Dario," I do not know how many years it will take, but I will rebuild Viper Manor. It is my duty."
Radius," My, my, my... Perhaps it's about time I came out of retirement... Time for one last hurrah! Hoh-hoh-hoh!"
Karsh," OH YEAH! Bring it on! Even though we may be from different worlds, the 4 Devas are back in business!"
Glenn, Brother! I've matured into quite a swordsman in the past 4 years!
Karsh," But...maybe minus 1. I don't think you're fit for battle, yet."
Dario, Forgive me... 4 years of isolation have taken their toll.
Riddel, Are you alright?
Dario, Riddel... I want you to take this.
System, Received Riddel's SnakeFangs!
Riddel, Please rest up and just concentrate on rebuilding Viper Manor.
Dario, Thank you. I shall do so.
Riddel," Of course, I will help you, too. Plus, I have an idea... Ha-hah-ha!"
Norris, So this explains the noise that was coming from above...
Norris, The other soldiers have withdrawn from their posts.
Dario," Hmmm... Well, I did say I would open the doors to all the children who lost their parents during this past struggle... However, this remodeling job is a little too..."
Riddel, We have to bear in mind that children will be living here. Why not officially make this place into an orphanage?
Riddel," Well, daddy?"
Viper, Errr... Hmmm...
Girl," Some swings would be nice, too. Please, Headmaster!?"
Girl," This is my house! Huge, isn't it? I hope we all can live together soon! Don't you agree, Headmaster?"
Girl," We can play a serious game of hide-and-seek with a yard this big! C'mon, let's play, Headmaster!"
Viper, Who are you calling Headmaster!?
Member, Serge. The Water Dragon's just beyond here.
System,
Member, We'll be able to make it back if we blow the flute again here.
Member, Father?
Member," We're sorry, Leah, but we don't know your father. By the way... where are we?"
Member, What was that? ...The Green Dragon?
System, Leah temporarily joined-um party!
System, You used up the Ancient Fruit...
Member, Why's it so quiet?
Member, ......!? Leah!
System,
Member, Leah...?
System, Leah officially joined-um party!
System, It won't budge... No use staying here.
